gene	parentterm	Sider_MI	Sider_drug	OT_MI	OT_maxPhaseForIndication	OT_drug	phenotype_omim	phenotype_coloc	phenotype_eqtl_Pheno	phenotype_coloc_tissue	phenotype_Pheno_hgmd	phenotype_Pheno_genebass	Opentargets_Pheno_eva	Opentargets_OTG_lessL2G	genescores_Tissuespecific_PT_V80.01	phenotype_eqtl_tissue	genescores_oe_dichotomized	genescoresum	Number_predictors	order	percent	category	parentterm_description	Clinvar_phenotype_description	Colocpheno_phenotype_description	Coloctissue_phenotype_description	Eqtlpheno_phenotype_description	Eqtltissue_phenotype_description	Genebass_phenotype_description	Hgmd_phenotype_description	Omim_phenotype_description	OTG_less_l2g_phenotype_description	Druggable_gene	OR_cutoff	therapeutic
POC1B	740	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	0	1.28423042205845	2	6801744	99.2200676565707	musculoskeletal	Osteoarthrosis	0	0	0	0	0	Date M17 first reported (gonarthrosis [arthrosis of knee])	0	0	Osteoarthritis of the hip or knee	Not druggable	5	0
IL10RA	495	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6748538	98.4439280488854	respiratory	Asthma	0	Non-cancer illness code, self-reported: asthma;Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma;Asthma	0	0	0	Date J45 first reported (asthma);Date J46 first reported (status asthmaticus)	0	0	0	DRUGGABLE GENOME	4	0
C1orf112	366	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	1	0	0.914336366006842	4	6737418	98.2817156586013	sense organs	Cataract	0	Cataract	ArteryAorta;ArteryTibial;NerveTibial;EsophagusGastroesophagealJunction;EsophagusMuscularis	0	ArteryAorta;ArteryTibial;NerveTibial	0	0	0	0	Not druggable	4	0
RNF14	411	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6819615	99.4807598891938	circulatory system	Ischemic Heart Disease	0	Non-cancer illness code, self-reported: angina;Vascular/heart problems diagnosed by doctor: Angina;Coronary atherosclerosis;Ischemic Heart Disease	AdiposeSubcutaneous;AdiposeVisceralOmentum;ArteryAorta;ArteryCoronary;ArteryTibial;BreastMammaryTissue;Lung	0	0	Date I21 first reported (acute myocardial infarction);Date I20 first reported (angina pectoris);Date I25 first reported (chronic ischaemic heart disease)	0	0	0	Not druggable	5	0
UNC80	320	NA	NA	NA	NA	NA	0	0	0	1	1	1	0	0	0	0	1	1.21463912837353	4	6798000	99.1654522618563	neurological	Meningitis	0	0	Testis	0	0	Date G03 first reported (meningitis due to other and unspecified causes)	neurological disease	0	0	Not druggable	5	0
PIM1	574	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6762409	98.6462705008308	digestive	Cholelithiasis and cholecystitis	0	Diagnoses - main ICD10: K81 Cholecystitis	0	0	0	Date K80 first reported (cholelithiasis);Date K81 first reported (cholecystitis)	0	0	0	DRUGGABLE GENOME	4	0
CD247	512	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	1	0	0	0	1.84464600664733	2	6844126	99.8383127577419	respiratory	Other symptoms of respiratory system	0	0	0	Wheeze or whistling in the chest in last year	0	0	0	0	Respiratory diseases	DRUGGABLE GENOME	6	0
CC2D2A	751	NA	NA	NA	NA	NA	0	0	0	0	1	1	1	0	0	0	0	1.87662565912295	3	6844748	99.8473861486373	congenital anomalies	Genitourinary congenital anomalies	Meckel-Gruber syndrome;Meckel syndrome type 6;Polycystic kidney dysplasia	0	0	0	0	Date Q61 first reported (cystic kidney disease);Date Q63 first reported (other congenital malformations of kidney);Date Q60 first reported (renal agenesis and other reduction defects of kidney);Date Q53 first reported (undescended testicle)	meckel syndrome;meckel-gruber syndrome;encephalocele and polycystic kidney dysplasia;meckel-gruber / joubert syndrome;joubert syndrome;coach / joubert / meckel syndrome	0	0	Not druggable	6	0
QSOX2	575	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6752699	98.5046264082355	digestive	Other biliary tract disease	0	Other biliary tract disease	0	0	0	Date K83 first reported (other diseases of biliary tract)	0	0	0	DRUGGABLE GENOME	4	0
YY1AP1	939	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6813415	99.3903177291432	dermatologic	Atopic/contact dermatitis due to other or unspecified	0	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	SkinNotSunExposedSuprapubic	0	0	Date L25 first reported (unspecified contact dermatitis);Date L27 first reported (dermatitis due to substances taken internally)	0	0	0	Not druggable	5	0
APAF1	296	NA	NA	NA	NA	NA	0	0	0	0	1	1	0	1	0	0	0	1.94184545527744	3	6846176	99.8682170203393	mental disorders	Mood disorders	0	0	0	0	0	Date F31 first reported (bipolar affective disorder);Date F30 first reported (manic episode)	depression;major depression	0	Bipolar disorder (MTAG);Anorexia nervosa, attention-deficit/hyperactivity disorder, autism spectrum disorder, bipolar disorder, major depression, obsessive-compulsive disorder, schizophrenia, or Tourette syndrome (pleiotropy)	DRUGGABLE GENOME	6	0
RAPGEF3	454	NA	NA	NA	NA	NA	0	1	1	1	0	1	0	1	0	1	0	3.02060741813433	6	6854522	99.9899638377234	circulatory system	Varicose veins	0	Diagnoses - main ICD10: I83 Varicose veins of lower extremities;Varicose veins of lower extremity;Varicose veins	AdiposeSubcutaneous;AdiposeVisceralOmentum;ArteryTibial	Varicose veins of lower extremities,Varicose veins,Varicose veins of lower extremity	AdiposeSubcutaneous;ArteryTibial	Date I83 first reported (varicose veins of lower extremities)	0	0	Varicose veins;Varicose veins (no controls excluded)	Not druggable	6	0
CARMIL1	366	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	1	0	1.175961411487	4	6791864	99.0759436982966	sense organs	Cataract	0	Diagnoses - main ICD10: H25 Senile cataract	ArteryAorta;ArteryTibial;NerveTibial	0	ArteryAorta;ArteryTibial;EsophagusMuscularis;NerveTibial	Date H26 first reported (other cataract)	0	0	0	Not druggable	5	0
RP1	315	NA	NA	NA	NA	NA	1	0	0	0	1	1	0	0	0	0	0	1.55618277367634	3	6835279	99.7092576303279	mental disorders	Develomental delays and disorders	0	0	0	0	0	Date F80 first reported (specific developmental disorders of speech and language)	developmental disorder	symmetric circumferential skin creases, congenital, 2, 616734 (3)	0	Not druggable	6	0
PEX1	345	NA	NA	NA	NA	NA	1	0	0	1	1	0	0	0	0	0	0	1.47944057015193	3	6832030	99.6618630209724	neurological	Epilepsy, recurrent seizures, convulsions	0	0	BrainCerebellum;BrainCerebellarHemisphere;Stomach	0	0	0	zellweger syndrome	peroxisome biogenesis disorder 1a (zellweger), 214100 (3);peroxisome biogenesis disorder 1b (nald/ird), 601539 (3)	0	Not druggable	6	0
RPS9	446	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	1	0	0	0	1.20748821853404	2	6797752	99.1618345754543	circulatory system	Polyarteritis nodosa and allied conditions	0	0	NerveTibial	0	0	0	0	0	Takayasu arteritis [Turkish];Takayasu arteritis	Not druggable	5	0
HEBP1	401	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6753341	98.5139915480343	circulatory system	Hypertension	0	Non-cancer illness code, self-reported: hypertension;Essential hypertension;Hypertension	0	0	0	Date I10 first reported (essential (primary) hypertension)	0	0	0	DRUGGABLE GENOME	4	0
GIMAP6	562	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6808501	99.3186350235806	digestive	Diverticulosis and diverticulitis	0	Diverticulosis;Diverticulosis and diverticulitis	EsophagusMuscularis	0	0	Date K57 first reported (diverticular disease of intestine)	0	0	0	Not druggable	5	0
PLEC	756	NA	NA	NA	NA	NA	0	0	0	1	1	0	0	0	0	0	0	0.992945238071303	2	6767388	98.7189013903294	congenital anomalies	Other congenital musculoskeletal anomalies	0	0	Pituitary	0	0	0	arthrogryposis	0	0	Not druggable	4	0
NDUFAF5	411	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	1	0	1.175961411487	4	6793539	99.1003776689554	circulatory system	Ischemic Heart Disease	0	Myocardial infarction	AdiposeSubcutaneous;AdiposeVisceralOmentum;ArteryAorta;ArteryCoronary;ArteryTibial;BreastMammaryTissue;Lung	0	ArteryTibial	Date I21 first reported (acute myocardial infarction);Date I20 first reported (angina pectoris);Date I25 first reported (chronic ischaemic heart disease)	0	0	0	Not druggable	5	0
ACO2	244	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	1	0	0	0	1.42241739731351	2	6826080	99.5750677222142	endocrine/metabolic	Hypothyroidism	0	Non-cancer illness code, self-reported: hypothyroidism/myxoedema	0	0	0	0	0	0	Thyroid problem (not cancer);Hypothyroidism;Hypothyroidism or myxedema	Not druggable	5	0
AIF1	242	NA	NA	NA	NA	NA	0	1	1	1	0	0	0	0	0	1	0	1.73637699607588	4	6840526	99.7857979551319	endocrine/metabolic	Thyrotoxicosis with or without goiter	0	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis;Graves' disease;Thyrotoxicosis with or without goiter	AdiposeSubcutaneous	Thyrotoxicosis [hyperthyroidism],Thyrotoxicosis with or without goiter,Graves' disease	AdiposeSubcutaneous	0	0	0	0	Not druggable	6	0
POLR2F	296	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6747812	98.4333375636924	mental disorders	Mood disorders	0	Manic/hyper symptoms: I needed less sleep than usual	0	0	0	Date F31 first reported (bipolar affective disorder)	0	0	0	Not druggable	4	0
TRIM7	433	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6771034	98.7720872154172	circulatory system	Cerebrovascular disease	0	Transient cerebral ischemia	AdiposeSubcutaneous;BreastMammaryTissue;Spleen;Thyroid	0	0	0	0	0	0	DRUGGABLE GENOME	5	0
TROAP	939	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	1	0	0	1.11277915490509	3	6787808	99.0167770206894	dermatologic	Atopic/contact dermatitis due to other or unspecified	0	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	0	0	0	Date L25 first reported (unspecified contact dermatitis)	0	0	0	Not druggable	5	0
SYN2	495	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	1	0	1.175961411487	4	6795053	99.122463060942	respiratory	Asthma	0	Non-cancer illness code, self-reported: asthma;Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Asthma	Spleen	0	ColonTransverse;Spleen	Date J45 first reported (asthma)	0	0	0	Not druggable	5	0
VIPAS39	756	NA	NA	NA	NA	NA	0	0	0	1	1	0	0	0	0	0	0	0.992945238071303	2	6768603	98.7366251362103	congenital anomalies	Other congenital musculoskeletal anomalies	0	0	SkinNotSunExposedSuprapubic	0	0	0	arthrogryposis%2c renal dysfunction and cholestasis	0	0	Not druggable	4	0
CFAP410	367	NA	NA	NA	NA	NA	0	0	0	0	1	1	0	0	0	0	0	1.06968744159571	2	6779259	98.8920689519358	sense organs	Disorders of refraction and accommodation; blindness and low vision	0	0	0	0	0	Date H52 first reported (disorders of refraction and accommodation)	spondylometaphyseal dysplasia%2c  axial	0	0	Not druggable	5	0
ALOX12	275	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6743421	98.3692840919534	endocrine/metabolic	Disorders of mineral metabolism	0	Disorders of mineral metabolism	0	0	0	Date E83 first reported (disorders of mineral metabolism)	0	0	0	DRUGGABLE GENOME	4	0
CPNE3	696	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6818033	99.4576825509357	dermatologic	Psoriasis and related disorders	0	Non-cancer illness code, self-reported: psoriasis	BrainCerebellarHemisphere	0	0	Date L42 first reported (pityriasis rosea)	0	0	0	Not druggable	5	0
CYP1B1	401	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6806535	99.2899561063775	circulatory system	Hypertension	0	Non-cancer illness code, self-reported: hypertension;Essential hypertension;Hypertension	ArteryAorta	0	0	Date I12 first reported (hypertensive renal disease);Date I11 first reported (hypertensive heart disease)	0	0	0	DRUGGABLE GENOME	5	0
CHAC1	401	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0.972487992965613	1	6765257	98.6878155446733	circulatory system	Hypertension	0	0	0	Essential hypertension,Hypertension	0	0	0	0	0	Not druggable	4	0
LARP4B	743	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	1	1.10728347878633	4	6783406	98.9525630870535	musculoskeletal	Osteoporosis, osteopenia and pathological fracture	0	Osteoporosis, osteopenia and pathological fracture	NerveTibial	0	0	Date M81 first reported (osteoporosis without pathological fracture)	0	0	0	Not druggable	5	0
OLFML2B	716	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6740084	98.320605787423	musculoskeletal	Other arthropathies	0	Diagnoses - main ICD10: M17 Gonarthrosis [arthrosis of knee]	0	0	0	Date M17 first reported (gonarthrosis [arthrosis of knee])	0	0	0	DRUGGABLE GENOME	4	0
HLA-DQA1	695	NA	NA	NA	NA	NA	0	1	1	1	0	1	0	1	0	1	0	3.02060741813433	6	6854593	99.9909995463305	dermatologic	Erythematous conditions	0	Systemic lupus erythematosus;Lupus (localized and systemic);Prurigo and Lichen;Erythematous conditions;Dermatitis herpetiformis	AdiposeSubcutaneous;AdiposeVisceralOmentum;ArteryCoronary;ColonTransverse;ArteryAorta;Vagina	Lichen planus,Systemic lupus erythematosus (SLE),Lupus (localized and systemic),Systemic lupus erythematosus,Erythematous conditions,Prurigo and Lichen	AdiposeSubcutaneous;AdiposeVisceralOmentum;ArteryAorta;ArteryCoronary;BrainAmygdala;ColonTransverse;Vagina	Date L71 first reported (rosacea);Date L43 first reported (lichen planus)	0	0	Systemic lupus erythematosus;Pemphigus vulgaris;Pemphigus	Not druggable	6	0
COLEC11	728	NA	NA	NA	NA	NA	1	0	0	1	0	0	0	0	1	0	0	0.972272899829516	3	6763812	98.6667366864035	musculoskeletal	Disorders of muscle, ligament, and fascia	0	0	ArteryAorta;ArteryTibial;Stomach	0	0	0	0	3mc syndrome 2, 265050 (3)	0	Not druggable	4	0
NPHP4	401	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6813191	99.3870501414253	circulatory system	Hypertension	0	Non-cancer illness code, self-reported: hypertension;Non-cancer illness code, self-reported: essential hypertension;Essential hypertension;Hypertension	ArteryAorta;Lung	0	0	Date I10 first reported (essential (primary) hypertension)	0	0	0	Not druggable	5	0
TRAPPC2	756	NA	NA	NA	NA	NA	1	0	0	0	0	0	1	0	0	0	0	1.29343354960786	2	6804675	99.2628234583623	congenital anomalies	Other congenital musculoskeletal anomalies	Spondyloepiphyseal dysplasia tarda	0	0	0	0	0	0	spondyloepiphyseal dysplasia tarda, 313400 (3)	0	Not druggable	5	0
USHBP1	555	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6741361	98.3392339549044	digestive	Inflammatory bowel disease and other gastroenteritis and colitis	0	Non-cancer illness code, self-reported: ulcerative colitis	0	0	0	Date K50 first reported (crohn's disease [regional enteritis]);Date K51 first reported (ulcerative colitis)	0	0	0	Not druggable	4	0
FAM118A	715	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	0	1.28423042205845	2	6804171	99.2554713859969	musculoskeletal	Other inflammatory spondylopathies	0	0	0	0	0	Date M45 first reported (ankylosing spondylitis)	0	0	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy) [subset analysis]	Not druggable	5	0
ZNF341	686	NA	NA	NA	NA	NA	1	0	0	0	0	1	0	0	0	0	0	0.898567740457355	2	6735578	98.2548747594895	dermatologic	Other local infections of skin and subcutaneous tissue	0	0	0	0	0	Date L01 first reported (impetigo)	0	hyper-ige recurrent infection syndrome 3, autosomal recessive, 618282 (3)	0	Not druggable	4	0
LST1	446	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	1	1	1	0	1.78649437968856	5	6842567	99.8155709307228	circulatory system	Polyarteritis nodosa and allied conditions	0	Giant cell arteritis;Polyarteritis nodosa and allied conditions	NerveTibial	0	NerveTibial	0	0	0	Takayasu arteritis [Turkish];Kawasaki disease	Not druggable	6	0
ZNF610	939	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	1	0	0	1.03603695138068	3	6777581	98.8675912189415	dermatologic	Atopic/contact dermatitis due to other or unspecified	0	Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	MuscleSkeletal	0	0	0	0	0	0	Not druggable	5	0
GP2	250	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	0	1.28423042205845	2	6803258	99.2421530485572	endocrine/metabolic	Diabetes mellitus	0	0	0	0	0	Date E11 first reported (non-insulin-dependent diabetes mellitus);Date E10 first reported (insulin-dependent diabetes mellitus)	0	0	Type 2 diabetes;Type 1 diabetes	DRUGGABLE GENOME	5	0
NISCH	401	hypertension	moxonidine	hypertension	3; 4	rilmenidine; moxonidine	0	1	0	1	0	1	0	0	0	0	1	1.10728347878633	4	6784789	98.9727375237228	circulatory system	Hypertension	0	Essential hypertension;Hypertension	Lung	0	0	Date I12 first reported (hypertensive renal disease);Date I15 first reported (secondary hypertension);Date I10 first reported (essential (primary) hypertension)	0	0	0	DRUGGABLE GENOME	5	1
PHYHIPL	274	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6752642	98.5037949238608	endocrine/metabolic	Gout and other crystal arthropathies	0	Non-cancer illness code, self-reported: gout;Gout and other crystal arthropathies	0	0	0	Date M10 first reported (gout)	0	0	0	Not druggable	4	0
AGER	306	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	0	0	0	0.972487992965613	1	6765012	98.6842416206068	mental disorders	Other mental disorder	0	0	0	Seen doctor (GP) for nerves, anxiety, tension or depression,Frequency of tenseness / restlessness in last 2 weeks,Seen a psychiatrist for nerves, anxiety, tension or depression,Frequency of tiredness / lethargy in last 2 weeks	0	0	0	0	0	DRUGGABLE GENOME	4	0
WNK4	939	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	1	0	0	1.11277915490509	3	6786010	98.9905487942747	dermatologic	Atopic/contact dermatitis due to other or unspecified	0	Non-cancer illness code, self-reported: eczema/dermatitis;Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor: Hayfever, allergic rhinitis or eczema	0	0	0	Date L24 first reported (irritant contact dermatitis)	0	0	0	DRUGGABLE GENOME	5	0
P2RY11	347	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	1	0	0	0	1.5297730469007	2	6834519	99.6981711719991	neurological	Cataplexy and narcolepsy	0	0	0	0	0	0	narcolepsy with cataplexy	0	Narcolepsy	DRUGGABLE GENOME	6	0
TRAPPC6A	755	NA	NA	NA	NA	NA	0	0	0	1	1	0	0	0	0	0	0	0.992945238071303	2	6766678	98.7085443042591	congenital anomalies	Congenital anomalies of limbs	0	0	BreastMammaryTissue	0	0	0	intellectual disability%2c speech delay%2c facial dysmorphism and polydactyly	0	0	Not druggable	4	0
POM121L2	618	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	1	0	0	0	1.42241739731351	2	6826381	99.5794585432102	genitourinary	Genital prolapse	0	Diagnoses - main ICD10: N81 Female genital prolapse	0	0	0	0	0	0	Abdominal hernia	Not druggable	5	0
PLCL1	714	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	1	0	0	0	1.20748821853404	2	6797608	99.1597339833499	musculoskeletal	Rheumatoid arthritis and other inflammatory polyarthropathies	0	0	Lung	0	0	0	0	0	Rheumatoid arthritis	DRUGGABLE GENOME	5	0
BANF1	274	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0	1.5227473765974	2	6833469	99.6828543545712	endocrine/metabolic	Gout and other crystal arthropathies	0	Non-cancer illness code, self-reported: gout;Gout;Gout and other crystal arthropathies	0	Gout	0	0	0	0	0	Not druggable	6	0
LGALS1	296	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	0	0	1.29766199686084	3	6814966	99.412942856601	mental disorders	Mood disorders	0	Manic/hyper symptoms: I needed less sleep than usual	BrainNucleusaccumbensbasalganglia	0	0	Date F39 first reported (unspecified mood [affective] disorder)	0	0	0	DRUGGABLE GENOME	5	0
ADCY5	747	NA	NA	NA	NA	NA	0	0	0	1	1	1	0	0	0	1	1	1.09293854299969	5	6780846	98.9152192274197	congenital anomalies	Cardiac and circulatory congenital anomalies	0	0	Lung;MuscleSkeletal	0	Lung	Date Q21 first reported (congenital malformations of cardiac septa);Date Q24 first reported (other congenital malformations of heart)	congenital heart disease	0	0	DRUGGABLE GENOME	5	0
ARG1	344	NA	NA	NA	NA	NA	1	0	0	0	1	0	0	0	0	0	0	1.14411036529961	2	6790936	99.0624065491794	neurological	Other paralytic syndromes	0	0	0	0	0	0	spastic quadriplegia & mental retardation;hyperargininaemia	argininemia, 207800 (3)	0	Not druggable	5	0
RSRC1	565	NA	NA	NA	NA	NA	0	1	0	1	0	1	0	0	0	1	0	1.175961411487	4	6792986	99.0923108117767	digestive	Anal and rectal conditions	0	Anal and rectal polyp	SkinNotSunExposedSuprapubic;SkinSunExposedLowerleg;ColonTransverse	0	ColonTransverse;SkinNotSunExposedSuprapubic;SkinSunExposedLowerleg	Date K60 first reported (fissure and fistula of anal and rectal regions);Date K61 first reported (abscess of anal and rectal regions)	0	0	0	Not druggable	5	0
MMP1	496	NA	NA	chronic obstructive pulmonary disease	3	doxycycline	1	0	0	1	0	1	0	0	0	0	0	1.23389794530968	3	6799060	99.1809149537359	respiratory	Chronic airway obstruction	0	0	AdiposeVisceralOmentum;Lung	0	0	Date J44 first reported (other chronic obstructive pulmonary disease)	0	copd, rate of decline of lung function in, 606963 (3)	0	DRUGGABLE GENOME	5	1
MAP3K6	430	NA	NA	NA	NA	NA	0	0	0	0	1	1	0	0	0	0	0	1.06968744159571	2	6779497	98.8955407638862	circulatory system	Intracranial hemorrhage	0	0	0	0	0	Date I61 first reported (intracerebral haemorrhage)	ischemic stroke and intracerebral haemorrhage%2c tremour%2c dysautonomia%2c and mild cognitive decline	0	0	DRUGGABLE GENOME	5	0
GPANK1	362	NA	NA	NA	NA	NA	0	0	1	1	0	1	0	0	0	1	0	1.59819002082083	4	6836159	99.722094582077	sense organs	Other retinal disorders	0	0	AdiposeSubcutaneous;ArteryAorta	Retinal disorders in diseases classified elsewhere,Hereditary retinal dystrophies,Other retinal disorders	AdiposeSubcutaneous;AdiposeVisceralOmentum;ArteryAorta	Date H36 first reported (retinal disorders in diseases classified elsewhere)	0	0	0	Not druggable	6	0
ADCY7	295	NA	NA	NA	NA	NA	0	0	0	0	1	1	0	0	0	0	0	1.06968744159571	2	6779364	98.8936006336786	mental disorders	Schizophrenia and other psychotic disorders	0	0	0	0	0	Date F29 first reported (unspecified nonorganic psychosis);Date F20 first reported (schizophrenia);Date F25 first reported (schizoaffective disorders)	schizophrenia	0	0	DRUGGABLE GENOME	5	0
MYO19	335	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	1	0	0	0	1.28423042205845	2	6802750	99.2347426264111	neurological	Multiple sclerosis	0	0	0	0	0	Date G35 first reported (multiple sclerosis)	0	0	Multiple sclerosis	Not druggable	5	0
BTBD10	433	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0	0.96233179200852	2	6750144	98.4673554858276	circulatory system	Cerebrovascular disease	0	Non-cancer illness code, self-reported: transient ischaemic attack (tia)	0	0	0	Date I69 first reported (sequelae of cerebrovascular disease)	0	0	0	Not druggable	4	0
